parcelid,bathroomcnt,bedroomcnt,buildingqualitytypeid,calculatedbathnbr,calculatedfinishedsquarefeet,finishedsquarefeet12,fips,fullbathcnt,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,propertylandusetypeid,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,unitcnt,yearbuilt,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,propertyzoningdesc_labels,yeardifference
10889004,1.0,2.0,7.0,1.0,1154.0,1154.0,6037,1.0,7.0,34179750,-118389366,7154.0,261,60371239.012005,12447.0,3101,46795.0,96451.0,0.0,1.0,1940.0,107367.0,310900.0,2015,203533.0,3901.48,318,75.0
10889402,1.0,3.0,7.0,1.0,1134.0,1134.0,6037,1.0,7.0,34186317,-118379880,10797.0,261,60371241.042001,12447.0,3101,46795.0,96451.0,0.0,1.0,1940.0,110000.0,550000.0,2015,440000.0,6825.86,321,75.0
10889532,3.0,3.0,4.0,3.0,1413.0,1413.0,6037,3.0,2.0,34186400,-118386000,5850.0,266,60371241.041,12447.0,3101,46795.0,96451.0,0.0,1.0,1982.0,155000.0,250000.0,2015,95000.0,3136.54,302,33.0
10889783,1.0,3.0,7.0,1.0,1135.0,1135.0,6037,1.0,7.0,34188328,-118373473,7063.0,261,60371242.011001,12447.0,3101,46795.0,96451.0,0.0,1.0,1947.0,64287.0,151214.0,2015,86927.0,1884.35,318,68.0
10889844,2.0,4.0,7.0,2.0,1287.0,1287.0,6037,2.0,7.0,34186898,-118376204,6918.0,261,60371242.013005,12447.0,3101,46795.0,96451.0,0.0,1.0,1942.0,146877.0,401872.0,2015,254995.0,5005.82,321,73.0
10889905,2.0,3.0,7.0,2.0,1847.0,1847.0,6037,2.0,2.0,34185020,-118376272,7514.0,261,60371242.013003,12447.0,3101,46795.0,96451.0,0.0,1.0,1939.0,161258.0,530388.0,2015,369130.0,6589.92,318,76.0
10890188,1.0,2.0,7.0,1.0,901.0,901.0,6037,1.0,7.0,34182403,-118376306,7155.0,261,60371242.012004,12447.0,3101,46795.0,96451.0,0.0,1.0,1941.0,56540.0,168616.0,2015,112076.0,2085.67,318,74.0
10891053,9.0,12.0,7.0,9.0,4010.0,1440.0,6037,9.0,2.0,34173722,-118371792,6999.0,247,60371242.041002,12447.0,3101,46795.0,96446.0,0.0,3.0,1979.0,254995.0,744585.0,2015,489590.0,9326.46,326,36.0
10891523,3.0,5.0,7.0,3.0,2749.0,1440.0,6037,3.0,2.0,34178777,-118380102,8409.0,247,60371241.021,12447.0,3101,46795.0,96446.0,0.0,3.0,1952.0,132845.0,283743.0,2015,150898.0,3696.68,321,63.0
10891946,1.0,2.0,7.0,1.0,991.0,991.0,6037,1.0,7.0,34172711,-118383232,6609.0,261,60371241.022004,12447.0,3101,46795.0,96446.0,0.0,1.0,1926.0,127563.0,364247.0,2015,236684.0,4529.46,318,89.0
10892046,1.0,2.0,7.0,1.0,980.0,980.0,6037,1.0,2.0,34178694,-118392360,2755.0,261,60371239.022011,12447.0,3101,46795.0,96452.0,0.0,1.0,1971.0,103470.0,517359.0,2015,413889.0,6300.63,318,44.0
10892069,2.0,3.0,7.0,2.0,2006.0,2006.0,6037,2.0,2.0,34175694,-118391178,12227.0,261,60371239.022011,12447.0,3101,46795.0,96452.0,0.0,1.0,1952.0,219745.0,565924.0,2015,346179.0,7058.85,318,63.0
10892238,1.0,2.0,7.0,1.0,1100.0,1100.0,6037,1.0,7.0,34178291,-118385404,6800.0,261,60371241.023,12447.0,3101,46795.0,96446.0,0.0,1.0,1928.0,168061.0,263045.0,2015,94984.0,3233.59,318,87.0
10892407,3.0,3.0,7.0,3.0,1933.0,1933.0,6037,3.0,2.0,34176623,-118387635,7150.0,261,60371239.021003,12447.0,3101,46795.0,96452.0,0.0,1.0,1952.0,145832.0,242354.0,2015,96522.0,3024.85,318,63.0
10892529,3.0,3.0,4.0,3.0,2054.0,2054.0,6037,3.0,2.0,34177778,-118402934,7366.0,261,60371238.003004,12447.0,3101,268548.0,96452.0,0.0,1.0,1960.0,225300.0,676000.0,2015,450700.0,8734.68,318,55.0
10892674,3.0,4.0,7.0,3.0,3322.0,3322.0,6037,3.0,2.0,34177615,-118400365,7850.0,261,60371238.003007,12447.0,3101,268548.0,96452.0,0.0,1.0,1940.0,246098.0,378481.0,2015,132383.0,4733.84,318,75.0
10892904,3.0,3.0,4.0,3.0,1826.0,1826.0,6037,3.0,2.0,34173011,-118402575,7225.0,261,60371238.00201,12447.0,3101,268548.0,96452.0,0.0,1.0,1952.0,159277.0,577609.0,2015,418332.0,7074.4,318,63.0
10892996,2.0,2.0,7.0,2.0,1500.0,1500.0,6037,2.0,7.0,34173704,-118401810,19772.0,261,60371238.002003,12447.0,3101,268548.0,96452.0,0.0,1.0,1941.0,86083.0,247423.0,2015,161340.0,3217.71,318,74.0
10893019,3.0,2.0,4.0,3.0,1480.0,1480.0,6037,3.0,2.0,34172500,-118403000,20569.0,266,60371238.002003,12447.0,3101,268548.0,96452.0,0.0,1.0,1991.0,113217.0,160431.0,2015,47214.0,1981.69,321,24.0
10893088,1.0,2.0,7.0,1.0,1289.0,1289.0,6037,1.0,7.0,34175044,-118396881,8051.0,261,60371238.002005,12447.0,3101,268548.0,96452.0,0.0,1.0,1943.0,90430.0,452160.0,2015,361730.0,5624.37,318,72.0
10894196,2.0,3.0,7.0,2.0,1726.0,1726.0,6037,2.0,7.0,34174567,-118427376,8099.0,261,60371245.002009,12447.0,3101,268548.0,96410.0,0.0,1.0,1951.0,177551.0,322344.0,2015,144793.0,4072.53,318,64.0
10894364,2.0,3.0,7.0,2.0,1776.0,1776.0,6037,2.0,7.0,34174666,-118423181,6840.0,261,60371236.023003,12447.0,3101,268548.0,96410.0,0.0,1.0,1949.0,160958.0,277183.0,2015,116225.0,3433.68,318,66.0
10894556,1.0,2.0,7.0,1.0,1050.0,1050.0,6037,1.0,7.0,34170159,-118429974,4958.0,261,60371245.00101,12447.0,3101,27080.0,96410.0,0.0,1.0,1940.0,70713.0,246163.0,2015,175450.0,3143.26,318,75.0
10894892,2.0,2.0,7.0,2.0,1624.0,1624.0,6037,2.0,2.0,34170527,-118422392,6728.0,261,60371245.001001,12447.0,3101,27080.0,96410.0,0.0,1.0,1955.0,55871.0,91336.0,2015,35465.0,1233.7,318,60.0
10895038,2.0,2.0,7.0,2.0,1909.0,1909.0,6037,2.0,2.0,34166009,-118423327,6563.0,261,60371246.001006,12447.0,3101,27080.0,96410.0,0.0,1.0,1951.0,63627.0,106845.0,2015,43218.0,11274.36,318,64.0
10895161,3.0,4.0,4.0,3.0,2442.0,2442.0,6037,3.0,2.0,34166682,-118427532,6499.0,261,60371246.001009,12447.0,3101,27080.0,96410.0,0.0,1.0,1950.0,313530.0,783825.0,2015,470295.0,9672.82,318,65.0
10895261,4.0,4.0,4.0,4.0,3097.0,3097.0,6037,4.0,2.0,34170181,-118420712,10054.0,261,60371245.001,12447.0,3101,27080.0,96410.0,0.0,1.0,1967.0,371171.0,498666.0,2015,127495.0,6197.65,318,48.0
10895383,4.0,4.0,4.0,4.0,2851.0,2851.0,6037,4.0,2.0,34171443,-118414015,9765.0,261,60371236.013007,12447.0,3101,268551.0,96410.0,0.0,1.0,1955.0,344735.0,414261.0,2015,69526.0,5164.3,318,60.0
10895529,3.0,3.0,4.0,3.0,1635.0,1635.0,6037,3.0,2.0,34167500,-118415000,119793.0,266,60371247.001001,12447.0,3101,27080.0,96410.0,0.0,1.0,1978.0,166796.0,356455.0,2015,189659.0,6389.52,326,37.0
10895767,1.0,2.0,7.0,1.0,1363.0,1363.0,6037,1.0,2.0,34166377,-118420511,6108.0,261,60371247.001004,12447.0,3101,27080.0,96410.0,0.0,1.0,1952.0,149000.0,753000.0,2015,604000.0,9643.82,318,63.0
10896143,3.0,4.0,4.0,3.0,2144.0,2144.0,6037,3.0,2.0,34170107,-118408105,7005.0,261,60371244.00301,12447.0,3101,268551.0,96452.0,0.0,1.0,1954.0,93054.0,139230.0,2015,46176.0,1781.42,318,61.0
10896365,3.0,4.0,4.0,3.0,2575.0,2575.0,6037,3.0,2.0,34168043,-118409506,6302.0,261,60371240.001004,12447.0,3101,268551.0,96452.0,0.0,1.0,1999.0,241438.0,599511.0,2015,358073.0,7501.68,318,16.0
10896411,2.0,3.0,7.0,2.0,1211.0,1211.0,6037,2.0,2.0,34166200,-118413000,40991.0,266,60371247.001,12447.0,3101,268551.0,96410.0,0.0,1.0,1974.0,157863.0,228036.0,2015,70173.0,2886.01,326,41.0
10897014,3.0,2.0,4.0,3.0,1363.0,1363.0,6037,3.0,2.0,34165700,-118398000,8397.0,266,60371249.032004,12447.0,3101,268551.0,96452.0,0.0,1.0,1995.0,178802.0,418191.0,2015,239389.0,5085.06,321,20.0
10897355,3.0,3.0,4.0,3.0,1599.0,1599.0,6037,3.0,2.0,34167000,-118405000,34503.0,266,60371249.031002,12447.0,3101,268551.0,96452.0,0.0,1.0,1978.0,186860.0,407991.0,2015,221131.0,5083.51,326,37.0
10897439,3.0,2.0,4.0,3.0,1234.0,1234.0,6037,3.0,2.0,34168900,-118386000,20400.0,266,60371252.001005,12447.0,3101,268551.0,96446.0,0.0,1.0,1981.0,98456.0,140640.0,2015,42184.0,1815.14,321,34.0
10897653,3.0,4.0,7.0,3.0,1736.0,1736.0,6037,3.0,2.0,34169337,-118388710,8156.0,261,60371251.001009,12447.0,3101,268551.0,96452.0,0.0,1.0,1940.0,105249.0,286993.0,2015,181744.0,3561.88,318,75.0
10897676,3.0,2.0,4.0,3.0,1182.0,1182.0,6037,3.0,2.0,34168800,-118389000,9379.0,266,60371251.001009,12447.0,3101,268551.0,96452.0,0.0,1.0,1991.0,119228.0,205606.0,2015,86378.0,2507.47,321,24.0
10897691,3.0,5.0,7.0,3.0,2496.0,1440.0,6037,3.0,2.0,34165396,-118394775,6468.0,248,60371251.002004,12447.0,3101,268551.0,96452.0,0.0,4.0,1936.0,47500.0,83181.0,2015,35681.0,1364.77,322,79.0
10897821,2.0,2.0,4.0,2.0,1422.0,1422.0,6037,2.0,2.0,34165400,-118393000,54001.0,266,60371251.002006,12447.0,3101,268551.0,96452.0,0.0,1.0,1981.0,140416.0,219398.0,2015,78982.0,2771.35,326,34.0
10898247,2.0,3.0,7.0,2.0,1136.0,1136.0,6037,2.0,2.0,34170190,-118382715,5427.0,261,60371252.00101,12447.0,3101,46795.0,96446.0,0.0,1.0,1944.0,88941.0,164773.0,2015,75832.0,2117.23,326,71.0
10899091,2.0,2.0,4.0,2.0,1268.0,1268.0,6037,2.0,2.0,34163900,-118376000,21791.0,266,60371254.011,12447.0,3101,46795.0,96446.0,0.0,1.0,1991.0,203196.0,260649.0,2015,57453.0,3251.97,322,24.0
10899294,3.0,6.0,7.0,3.0,2384.0,1440.0,6037,3.0,2.0,34161869,-118376025,11253.0,247,60371254.011003,12447.0,3101,46795.0,96446.0,0.0,3.0,1937.0,19354.0,74409.0,2015,55055.0,1194.96,322,78.0
10899376,4.0,8.0,7.0,4.0,4194.0,1440.0,6037,4.0,2.0,34160425,-118377737,6244.0,248,60371254.023003,12447.0,3101,46795.0,96446.0,0.0,4.0,1955.0,292628.0,736796.0,2015,444168.0,9259.8,321,60.0
10900107,1.0,3.0,7.0,1.0,1828.0,1828.0,6037,1.0,7.0,34156294,-118375507,8250.0,261,60371254.022013,12447.0,3101,46795.0,96447.0,0.0,1.0,1948.0,49142.0,83795.0,2015,34653.0,1108.21,318,67.0
10900437,2.0,2.0,7.0,2.0,1536.0,1536.0,6037,2.0,7.0,34163335,-118383657,8100.0,261,60371252.002021,12447.0,3101,268551.0,96446.0,0.0,1.0,1929.0,182000.0,682000.0,2015,500000.0,8589.22,318,86.0
10900521,2.0,3.0,7.0,2.0,1469.0,1469.0,6037,2.0,2.0,34160991,-118384056,7832.0,261,60371252.003001,12447.0,3101,268551.0,96446.0,0.0,1.0,1929.0,118287.0,214387.0,2015,96100.0,2669.31,318,86.0
10900751,1.0,2.0,7.0,1.0,1424.0,1424.0,6037,1.0,2.0,34159234,-118381863,7800.0,261,60371252.003006,12447.0,3101,268551.0,96446.0,0.0,1.0,1937.0,67354.0,258538.0,2015,191184.0,3285.0,318,78.0
10900820,2.0,2.0,4.0,2.0,1297.0,1297.0,6037,2.0,2.0,34158000,-118383000,20914.0,266,60371252.003011,12447.0,3101,268551.0,96447.0,0.0,1.0,1990.0,147205.0,196267.0,2015,49062.0,2403.45,321,25.0
10901050,2.0,3.0,4.0,2.0,1861.0,1861.0,6037,2.0,2.0,34162410,-118394627,10128.0,261,60371251.004001,12447.0,3101,268551.0,96452.0,0.0,1.0,1936.0,197900.0,906000.0,2015,708100.0,11158.44,318,79.0
10901226,1.0,2.0,7.0,1.0,910.0,910.0,6037,1.0,7.0,34163813,-118387136,5206.0,261,60371251.003,12447.0,3101,268551.0,96446.0,0.0,1.0,1941.0,38997.0,195011.0,2015,156014.0,2598.85,326,74.0
10901470,3.0,3.0,4.0,3.0,4107.0,4107.0,6037,3.0,2.0,34160840,-118391903,11144.0,261,60371251.004011,12447.0,3101,268551.0,96452.0,0.0,1.0,2007.0,546456.0,1551978.0,2015,1005522.0,18995.63,318,8.0
10901531,3.0,3.0,4.0,3.0,2384.0,2384.0,6037,3.0,2.0,34161065,-118389812,9109.0,261,60371251.003006,12447.0,3101,268551.0,96452.0,0.0,1.0,1937.0,131556.0,541657.0,2015,410101.0,6679.55,318,78.0
10901592,3.0,2.0,4.0,3.0,1683.0,1683.0,6037,3.0,2.0,34157100,-118393000,28980.0,266,60371433.002003,12447.0,3101,268551.0,96452.0,0.0,1.0,1974.0,164081.0,273816.0,2015,109735.0,3613.52,321,41.0
10901889,2.0,2.0,7.0,2.0,1013.0,1013.0,6037,2.0,7.0,34156042,-118388028,7955.0,261,60371433.002015,12447.0,3101,268551.0,96452.0,0.0,1.0,1925.0,115283.0,364682.0,2015,249399.0,4469.87,318,90.0
10902140,3.0,3.0,4.0,3.0,2152.0,2152.0,6037,3.0,2.0,34160038,-118397978,9887.0,261,60371240.00201,12447.0,3101,268551.0,96452.0,0.0,1.0,1936.0,212483.0,403822.0,2015,191339.0,5008.75,318,79.0
10902324,3.0,3.0,7.0,3.0,2146.0,2146.0,6037,3.0,2.0,34163318,-118402409,7426.0,261,60371240.003,12447.0,3101,268551.0,96452.0,0.0,1.0,1948.0,359200.0,945000.0,2015,585800.0,11618.67,318,67.0
10902576,6.0,5.0,1.0,6.0,3740.0,3740.0,6037,6.0,2.0,34158955,-118400242,6292.0,261,60371240.003006,12447.0,3101,268551.0,96452.0,0.0,1.0,2006.0,775232.0,1473383.0,2015,698151.0,19774.34,318,9.0
10902813,3.0,3.0,4.0,3.0,2039.0,2039.0,6037,3.0,2.0,34164272,-118407171,8949.0,261,60371240.004002,12447.0,3101,268551.0,96452.0,0.0,1.0,1941.0,315870.0,625346.0,2015,309476.0,7676.19,318,74.0
10903095,3.0,3.0,7.0,3.0,1709.0,1709.0,6037,3.0,2.0,34158748,-118411177,6601.0,261,60371247.003001,12447.0,3101,268551.0,96452.0,0.0,1.0,1952.0,84868.0,126458.0,2015,41590.0,1688.35,318,63.0
10903424,3.0,3.0,4.0,3.0,1892.0,1892.0,6037,3.0,2.0,34162306,-118421221,8194.0,261,60371247.002004,12447.0,3101,27080.0,96424.0,0.0,1.0,1950.0,308496.0,560355.0,2015,251859.0,6876.95,318,65.0
10903547,3.0,3.0,7.0,3.0,2116.0,2116.0,6037,3.0,7.0,34160059,-118419507,8104.0,261,60371247.004004,12447.0,3101,27080.0,96424.0,0.0,1.0,1951.0,168801.0,479554.0,2015,310753.0,5971.52,318,64.0
10903938,3.0,3.0,7.0,3.0,2184.0,2184.0,6037,3.0,2.0,34162045,-118414725,9170.0,261,60371247.002,12447.0,3101,27080.0,96424.0,0.0,1.0,1951.0,210181.0,1014909.0,2015,804728.0,12397.4,318,64.0
10904030,1.0,2.0,7.0,1.0,1468.0,1468.0,6037,1.0,7.0,34164201,-118415501,6489.0,261,60371247.002,12447.0,3101,27080.0,96424.0,0.0,1.0,1951.0,45057.0,88691.0,2015,43634.0,1136.72,318,64.0
10904137,2.0,4.0,4.0,2.0,2214.0,2214.0,6037,2.0,2.0,34163338,-118424095,7964.0,261,60371246.002002,12447.0,3101,27080.0,96424.0,0.0,1.0,1948.0,142816.0,493095.0,2015,350279.0,6074.71,318,67.0
10904429,2.0,3.0,4.0,2.0,2032.0,2032.0,6037,2.0,2.0,34160950,-118427839,11578.0,261,60371246.003004,12447.0,3101,27080.0,96424.0,0.0,1.0,1964.0,296815.0,607440.0,2015,310625.0,7481.69,318,51.0
10904452,3.0,2.0,4.0,3.0,1630.0,1630.0,6037,3.0,2.0,34160900,-118431000,26165.0,266,60371246.003004,12447.0,3101,27080.0,96424.0,0.0,1.0,1980.0,155759.0,249365.0,2015,93606.0,3142.6,326,35.0
10904960,3.0,4.0,4.0,3.0,1998.0,1998.0,6037,3.0,2.0,34148971,-118426327,5066.0,261,60371411.012004,12447.0,3101,27080.0,96424.0,0.0,1.0,1946.0,251443.0,648928.0,2015,397485.0,7925.72,318,69.0
10906034,2.0,3.0,7.0,2.0,1976.0,1976.0,6037,2.0,7.0,34154129,-118414793,6235.0,261,60371434.004011,12447.0,3101,27080.0,96424.0,0.0,1.0,1937.0,229012.0,428484.0,2015,199472.0,5268.54,318,78.0
10906810,2.0,2.0,4.0,2.0,1276.0,1276.0,6037,2.0,2.0,34154223,-118409176,5750.0,261,60371434.002007,12447.0,3101,47880.0,96449.0,0.0,1.0,1954.0,176619.0,317281.0,2015,140662.0,3888.13,318,61.0
10906894,2.0,2.0,7.0,2.0,1600.0,1600.0,6037,2.0,2.0,34155542,-118405368,10080.0,261,60371434.002002,12447.0,3101,47880.0,96449.0,0.0,1.0,1938.0,159435.0,797181.0,2015,637746.0,11864.3,318,77.0
10907987,3.0,3.0,4.0,3.0,2490.0,2490.0,6037,3.0,2.0,34152332,-118379491,6729.0,261,60371433.004021,12447.0,3101,47880.0,96447.0,0.0,1.0,1936.0,192153.0,585589.0,2015,393436.0,7262.79,318,79.0
10908010,2.0,3.0,7.0,2.0,1818.0,1818.0,6037,2.0,2.0,34152334,-118378853,6610.0,261,60371433.004022,12447.0,3101,47880.0,96447.0,0.0,1.0,1941.0,122812.0,330575.0,2015,207763.0,4146.34,318,74.0
10908382,7.0,8.0,7.0,7.0,4518.0,1440.0,6037,7.0,2.0,34146886,-118385401,6620.0,248,60371433.003011,12447.0,3101,47880.0,96449.0,0.0,4.0,1976.0,477791.0,724638.0,2015,246847.0,9102.19,326,39.0
10908528,4.0,4.0,7.0,4.0,2156.0,1440.0,6037,4.0,2.0,34148406,-118378416,5862.0,248,60371433.005015,12447.0,3101,47880.0,96449.0,0.0,4.0,1950.0,195156.0,325254.0,2015,130098.0,4256.32,326,65.0
10908864,2.0,3.0,7.0,2.0,1204.0,1204.0,6037,2.0,7.0,34145657,-118374067,5584.0,261,60371436.031009,12447.0,3101,47880.0,96447.0,0.0,1.0,1939.0,30989.0,76863.0,2015,45874.0,1128.49,318,76.0
10909053,2.0,2.0,4.0,2.0,1150.0,1150.0,6037,2.0,2.0,34145900,-118372000,26079.0,266,60371436.031008,12447.0,3101,47880.0,96447.0,0.0,1.0,1991.0,102461.0,277157.0,2015,174696.0,3448.73,321,24.0
10909463,1.0,2.0,7.0,1.0,1099.0,1099.0,6037,1.0,7.0,34144374,-118377280,6496.0,261,60371436.031013,12447.0,3101,47880.0,96447.0,0.0,1.0,1939.0,25681.0,67271.0,2015,41590.0,939.56,318,76.0
10909509,3.0,2.0,4.0,3.0,2477.0,2477.0,6037,3.0,2.0,34142958,-118374630,12572.0,261,60371436.031023,12447.0,3101,47880.0,96447.0,0.0,1.0,1959.0,101982.0,156016.0,2015,54034.0,2184.89,318,56.0
10909631,2.0,2.0,7.0,2.0,1528.0,1528.0,6037,2.0,7.0,34150054,-118401321,6304.0,261,60371435.002001,12447.0,3101,47880.0,96449.0,0.0,1.0,1947.0,145570.0,566383.0,2015,420813.0,7000.03,321,68.0
10909708,6.0,5.0,4.0,6.0,3902.0,3902.0,6037,6.0,2.0,34149519,-118398106,6998.0,261,60371435.001002,12447.0,3101,47880.0,96449.0,0.0,1.0,2013.0,990300.0,1875000.0,2015,884700.0,22942.63,318,2.0
10910174,1.0,2.0,7.0,1.0,1204.0,1204.0,6037,1.0,7.0,34144887,-118399624,7181.0,261,60371435.001011,12447.0,3101,47880.0,96449.0,0.0,1.0,1940.0,74660.0,307573.0,2015,232913.0,3780.39,318,75.0
10910401,3.0,2.0,4.0,3.0,1506.0,1506.0,6037,3.0,2.0,34149200,-118390000,542176.0,266,60371436.022,12447.0,3101,47880.0,96449.0,0.0,1.0,1974.0,180230.0,542628.0,2015,362398.0,6706.14,326,41.0
10910501,3.0,2.0,4.0,3.0,1506.0,1506.0,6037,3.0,2.0,34149200,-118390000,542176.0,266,60371436.022,12447.0,3101,47880.0,96449.0,0.0,1.0,1974.0,159253.0,278687.0,2015,119434.0,3428.96,326,41.0
10910900,3.0,2.0,4.0,3.0,1506.0,1506.0,6037,3.0,2.0,34144700,-118388000,280590.0,266,60371436.022,12447.0,3101,47880.0,96449.0,0.0,1.0,1973.0,146933.0,232485.0,2015,85552.0,2886.0,326,42.0
10911000,2.0,1.0,4.0,2.0,1282.0,1282.0,6037,2.0,2.0,34145800,-118388000,280590.0,266,60371436.022,12447.0,3101,47880.0,96449.0,0.0,1.0,1973.0,163604.0,489589.0,2015,325985.0,6070.95,326,42.0
10911282,3.0,2.0,4.0,3.0,1616.0,1616.0,6037,3.0,2.0,34145978,-118385385,39733.0,266,60371436.02201,12447.0,3101,47880.0,96449.0,0.0,1.0,1974.0,136829.0,328649.0,2015,191820.0,4109.85,326,41.0
10911374,2.0,3.0,7.0,2.0,1638.0,1638.0,6037,2.0,2.0,34147981,-118394763,6741.0,261,60371436.023009,12447.0,3101,47880.0,96449.0,0.0,1.0,1937.0,73000.0,119690.0,2015,46690.0,1598.62,318,78.0
10911765,1.0,1.0,4.0,1.0,876.0,876.0,6037,1.0,2.0,34147800,-118388000,30430.0,266,60371436.022,12447.0,3101,47880.0,96449.0,0.0,1.0,1976.0,99900.0,336000.0,2015,236100.0,4361.23,321,39.0
10913367,3.0,2.0,4.0,3.0,1783.0,1783.0,6037,3.0,2.0,34149300,-118406000,16104.0,266,60371435.003,12447.0,3101,47880.0,96449.0,0.0,1.0,1991.0,138915.0,280438.0,2015,141523.0,3517.08,321,24.0
10913459,2.0,2.0,7.0,2.0,1305.0,1305.0,6037,2.0,7.0,34149169,-118409809,5687.0,261,60371435.003009,12447.0,3101,47880.0,96449.0,0.0,1.0,1939.0,77579.0,289616.0,2015,212037.0,3554.81,318,76.0
10913834,4.0,5.0,4.0,4.0,3733.0,3733.0,6037,4.0,2.0,34146879,-118406078,6434.0,261,60371435.004001,12447.0,3101,47880.0,96449.0,0.0,1.0,2003.0,646980.0,1123845.0,2015,476865.0,13841.35,318,12.0
10914442,4.0,6.0,4.0,4.0,5249.0,5249.0,6037,4.0,2.0,34138600,-118397974,18006.0,261,60371439.011,12447.0,3101,47880.0,96449.0,0.0,1.0,1936.0,584026.0,1428300.0,2015,844274.0,17727.01,333,79.0
10914572,2.0,2.0,7.0,2.0,1395.0,1395.0,6037,2.0,2.0,34136778,-118392649,6222.0,261,60371439.011,12447.0,3101,47880.0,96449.0,0.0,1.0,1938.0,87739.0,490578.0,2015,402839.0,6135.79,318,77.0
10915389,2.0,3.0,7.0,2.0,1698.0,1698.0,6037,2.0,2.0,34138383,-118375537,4594.0,261,60371438.002,12447.0,3101,47880.0,96449.0,0.0,1.0,1941.0,168878.0,369436.0,2015,200558.0,4609.32,318,74.0
10915618,4.0,4.0,4.0,4.0,3266.0,3266.0,6037,4.0,2.0,34136579,-118380942,11679.0,261,60371438.004003,12447.0,3101,47880.0,96449.0,0.0,1.0,1936.0,308276.0,605779.0,2015,297503.0,7594.51,318,79.0
10915925,4.0,5.0,4.0,4.0,2557.0,2557.0,6037,4.0,2.0,34132915,-118370511,41252.0,261,60371437.00101,12447.0,3101,47880.0,96449.0,0.0,1.0,1960.0,194795.0,266771.0,2015,71976.0,3507.81,333,55.0
10915948,3.0,3.0,1.0,3.0,2785.0,2785.0,6037,3.0,2.0,34134541,-118374006,11244.0,261,60371438.002001,12447.0,3101,47880.0,96449.0,0.0,1.0,1955.0,273068.0,840019.0,2015,566951.0,10388.64,333,60.0
10916271,4.0,3.0,1.0,4.0,5374.0,5374.0,6037,4.0,2.0,34125835,-118374299,17619.0,261,60371438.002006,12447.0,3101,47880.0,96449.0,0.0,1.0,1992.0,648703.0,705185.0,2015,56482.0,8928.39,333,23.0
10916601,2.0,3.0,4.0,2.0,2038.0,2038.0,6037,2.0,2.0,34127265,-118380633,8548.0,261,60371439.011014,12447.0,3101,47880.0,96449.0,0.0,1.0,1959.0,179549.0,497604.0,2015,318055.0,6274.57,333,56.0
10916724,4.0,3.0,4.0,4.0,2724.0,2724.0,6037,4.0,2.0,34130449,-118386148,10236.0,261,60371439.011012,12447.0,3101,47880.0,96449.0,0.0,1.0,1962.0,513465.0,1138089.0,2015,624624.0,14044.82,333,53.0
10916893,3.0,4.0,4.0,3.0,2256.0,2256.0,6037,3.0,2.0,34126361,-118385669,8154.0,261,60371439.011017,12447.0,3101,47880.0,96449.0,0.0,1.0,1960.0,243696.0,416254.0,2015,172558.0,5290.26,333,55.0
10917122,5.0,5.0,1.0,5.0,4141.0,4141.0,6037,5.0,2.0,34127369,-118400660,24308.0,261,60371439.011003,12447.0,3101,47880.0,96086.0,0.0,1.0,1985.0,865970.0,1300846.0,2015,434876.0,16058.84,335,30.0
10917397,4.0,3.0,4.0,4.0,3326.0,3326.0,6037,4.0,2.0,34139642,-118410631,9969.0,261,60371439.011,12447.0,3101,47880.0,96449.0,0.0,1.0,1954.0,661505.0,1389549.0,2015,728044.0,17133.79,318,61.0
10917672,4.0,4.0,1.0,4.0,3905.0,3905.0,6037,4.0,2.0,34134283,-118407572,9753.0,261,60371439.011,12447.0,3101,47880.0,96449.0,0.0,1.0,1989.0,456631.0,777211.0,2015,320580.0,9663.79,318,26.0
10917954,3.0,3.0,4.0,3.0,2693.0,2693.0,6037,3.0,2.0,34129972,-118417216,11665.0,261,60371439.022007,12447.0,3101,27080.0,96424.0,0.0,1.0,1958.0,323981.0,1055552.0,2015,731571.0,13180.54,333,57.0
10917977,3.0,4.0,4.0,3.0,2573.0,2573.0,6037,3.0,2.0,34129248,-118417808,14452.0,261,60371439.022007,12447.0,3101,27080.0,96424.0,0.0,1.0,1960.0,191161.0,294085.0,2015,102924.0,3899.75,333,55.0
10918252,3.0,4.0,1.0,3.0,3250.0,3250.0,6037,3.0,2.0,34144644,-118418486,16508.0,261,60371439.021014,12447.0,3101,47880.0,96449.0,0.0,1.0,1942.0,559729.0,1074366.0,2015,514637.0,13293.11,318,73.0
10918398,3.0,6.0,4.0,3.0,3093.0,3093.0,6037,3.0,2.0,34140865,-118413621,9255.0,261,60371439.022002,12447.0,3101,47880.0,96449.0,0.0,1.0,1941.0,717953.0,1385804.0,2015,667851.0,17071.41,318,74.0
10918734,5.0,4.0,1.0,5.0,3959.0,3959.0,6037,5.0,2.0,34134118,-118422668,6889.0,261,60371439.022007,12447.0,3101,27080.0,96424.0,0.0,1.0,1991.0,494690.0,1223975.0,2015,729285.0,15009.55,318,24.0
10920062,2.0,3.0,7.0,2.0,1591.0,1591.0,6037,2.0,2.0,34221364,-118350447,6210.0,261,60371021.031006,12447.0,3101,41131.0,96375.0,0.0,1.0,1956.0,73032.0,322204.0,2015,249172.0,3964.72,318,59.0
